timestamp,downloads
2026-06-20T15:41:19Z,1508
2026-06-20T17:18:18Z,1509
2026-06-20T19:13:41Z,1511
2026-06-20T21:08:02Z,1516
2026-06-20T23:00:20Z,1518
2026-06-21T02:56:54Z,1524
2026-06-21T07:58:35Z,1528
2026-06-21T11:17:42Z,1537
2026-06-21T13:52:29Z,1544
2026-06-21T15:46:57Z,1547
2026-06-21T17:21:31Z,1548
2026-06-21T19:19:33Z,1550
2026-06-21T21:07:00Z,1552
2026-06-21T23:04:11Z,1552
2026-06-22T02:59:30Z,1555
2026-06-22T09:15:17Z,1563
2026-06-22T15:14:50Z,1565
